NCES-District-ID,District-Name,District-Phone
0636000,Sausalito Marin City,(415)332-3190
0601796,SAVA - Sacramento ACAD and Vocational Acad - EGUSD DIST,(916)428-3200
0602348,SAVA - Sacramento ACAD and Vocational Acad - SCUSD DIST,(916)387-8063
0602285,SAVA - Sacramento Academic and Vocational Academy District,(916)286-1920
0636030,Savanna Elementary,(714)236-3800
0602301,Savant Preparatory Academy of Business District,(909)677-0213
0601897,Scale Leadership Academy - East District,(888)315-4660
0601600,Scholarship Prep - Oceanside District,(442)262-3249
0601754,Scholarship Prep - Orange County District,(714)795-3498
0602493,Scholarship Prep - South Bay District,(424)251-9089
0602110,School for Entrepreneurship and Technology District,(858)874-4338
0602180,School of Arts and Enterprise District,(909)622-0699
0602164,School of Unlimited Learning District,(559)500-1352
0601365,School Project Utility Rate Reduction,(925)743-1292
0636100,Scotia Union Elementary,(707)764-2212
0600159,Scott Valley Unified,(530)468-2727
0600043,Scotts Valley Unified,(831)438-1820
0602477,Sebastopol Independent Charter District,(707)824-9700
0636180,Sebastopol Union Elementary,(707)829-4570
0636210,Seeley Union Elementary,(760)352-3571
0636240,Seiad Elementary,(530)496-3308
0636270,Selma Unified,(559)898-6500
0636330,Semitropic Elementary,(661)758-6412
0601877,Sequoia Career Academy District,(707)463-7080
0636360,Sequoia Union Elementary,(559)564-2106
0636390,Sequoia Union High,(650)369-1411
0602576,Shade Canyon District,(707)245-7757
0636420,Shaffer Union Elementary,(530)254-6577
0636450,Shandon Joint Unified,(805)238-0286
0602569,Shanel Valley Academy District,(707)234-9626
0602306,Shasta Charter Academy District,(530)245-2600
0691037,Shasta County Office of Education,(530)225-0200
0636570,Shasta Union Elementary,(530)243-1110
0636600,Shasta Union High,(530)241-3261
0602506,Shasta View Academy District,(530)233-3861
0600125,Shasta-Trinity ROP,(530)246-3302
0601402,Shasta-Trinity ROP JPA,(530)246-3305
0602467,Sherman Thomas Charter District,(559)674-1192
0601563,Sherman Thomas Charter High District,(559)675-6626
0602225,Sherman Thomas STEM Academy District,(559)871-5490
0601845,Sherwood Montessori District,(530)345-6600
0636660,Shiloh Elementary,(209)522-2261
0636670,Shoreline Unified,(707)878-2266
0601681,SIATech Academy South District,(760)945-1227
0601781,SIATech District,(760)945-1227
0602021,Sierra Academy of Expeditionary Learning District,(530)268-2200
0601609,Sierra Charter District,(559)490-4290
0691120,Sierra County Office of Education,(530)993-1660
0601499,Sierra Expeditionary Learning District,(530)582-3701
0602246,Sierra Foothill Charter District,(209)742-6222
0636800,Sierra Sands Unified,(760)499-1600
0636805,Sierra Unified,(559)855-3662
0636780,Sierra-Plumas Joint Unified,(530)993-1660
0601372,Silicon Valley Joint Powers Transportation Agency,(408)423-2253
0636810,Silver Fork Elementary,(530)644-5416
0636820,Silver Valley Unified,(760)254-2916
0636840,Simi Valley Unified,(805)306-4500
0691038,Siskiyou County Office of Education,(530)842-8400
0600127,Siskiyou ROP,(530)842-6151
0636940,Siskiyou Union High,(530)926-3006
0601743,Sky Mountain Charter District,(800)976-4436
0636960,Snelling-Merced Falls Union Elementary,(209)563-6414
0636970,Snowline Joint Unified,(760)868-5817
0601481,SOAR Charter Academy District,(909)888-3300
0601480,Sol Aureus College Preparatory District,(916)421-0600
0636990,Solana Beach Elementary,(858)794-7100
0691122,Solano County Office of Education,(707)399-4400
0637050,Soledad Unified,(831)678-3987
0601965,Soleil Academy Charter District,(323)409-0801
0637110,Solvang Elementary,(805)688-4810
0637140,Somis Union,(805)386-8258
0602260,Sonoma Charter District,(707)935-4232
0691040,Sonoma County Office of Education,(707)524-2603
0600129,Sonoma County ROP,(707)524-2720
0637200,Sonoma Valley Unified,(707)935-6000
0637230,Sonora Elementary,(209)532-5491
0637260,Sonora Union High,(209)533-8510
0637290,Soquel Union Elementary,(831)464-5632
0637320,Soulsbyville Elementary,(209)532-1419
0637380,South Bay Union,(619)628-1600
0637350,South Bay Union Elementary,(707)476-8549
0601368,South County Support Services Agency,(559)644-1000
0637470,South Fork Union,(760)378-4000
0619650,South Monterey County Joint Union High,(831)385-0606
0637500,South Pasadena Unified,(626)441-5810
0637530,South San Francisco Unified,(650)877-8700
0601740,South Sutter Charter District,(800)979-4436
0637560,South Whittier Elementary,(562)944-6231
0601956,Southern California Flex Academy District,(800)868-6192
0600107,Southern California ROC,(310)224-4289
0601386,Southern California ROP,(310)224-4209
0637590,Southern Humboldt Joint Unified,(707)943-1789
0637620,Southern Kern Unified,(661)256-5000
0637630,Southern Trinity Joint Unified,(707)574-6237
0637650,Southside Elementary,(831)637-4439
0601394,Southwest Transportation Agency,(559)644-1000
0602298,Sparrow Academy District,(619)439-6327
0637680,Spencer Valley Elementary,(760)765-0336
0637710,Spreckels Union Elementary,(831)455-2550
0637770,Springville Union Elementary,(559)539-2605
0602094,St. HOPE Public School 7 District,(916)649-7850
0637890,Standard Elementary,(661)392-2110
0602421,Stanislaus Alternative Charter District,(209)238-8650
0691041,Stanislaus County Office of Education,(209)238-1700
0637950,Stanislaus Union Elementary,(209)529-9546
0601838,Steele Canyon High District,(619)660-3550
0602322,Stella Elementary Charter Academy District,(213)340-6700
0601532,Stella High Charter Academy District,(424)789-8337
0601889,Stella Middle Charter Academy District,(323)406-7155
0602045,STEM Preparatory Elementary District,(323)998-0950
0602418,Stockton Collegiate International Elementary District,(209)390-9861
0601792,Stockton Collegiate International Secondary District,(209)390-9861
0638010,Stockton Unified,(209)933-7070
0601978,Stone Bridge District,(707)252-5522
0638040,Stone Corral Elementary,(559)528-4455
0638070,Stony Creek Joint Unified,(530)968-5361
0638130,Strathmore Union Elementary,(559)568-1283
0602057,STREAM Charter District,(530)534-1633
0638220,Sulphur Springs Union,(661)252-5131
0638250,Summerville Elementary,(209)928-4291
0638280,Summerville Union High,(209)928-3498
0601607,Summit Leadership Academy-High Desert District,(760)949-9202
0602287,Summit Preparatory Charter High District,(650)556-1110
0601912,Summit Public School K2 District,(510)374-4093
0601648,Summit Public School: Shasta District,(415)799-4719
0602222,Summit Public School: Tahoma District,(408)729-1981
0602026,Summit Public School: Tamalpais District,(510)374-4185
0601757,Suncoast Preparatory Academy District,(949)994-6724
0638340,Sundale Union Elementary,(559)688-7451
0638430,Sunnyside Union Elementary,(559)568-1741
0638460,Sunnyvale,(408)522-8200
0600021,Sunol Glen Unified,(925)862-2026
0602166,Sunrise Middle District,(408)659-4785
0638520,Surprise Valley Joint Unified,(530)279-6141
0638550,Susanville Elementary,(530)257-8200
0691042,Sutter County Office of Education,(530)822-2900
0601512,Sutter Peak Charter Academy District,(916)468-4044
0638610,Sutter Union High,(530)822-5161
0638640,Sweetwater Union High,(619)691-5500
0602518,Sycamore Acad of Sci and Cultural Arts - Chino VLY DIST,(909)606-8028
0602009,Sycamore Academy of Science and Cultural Arts District,(951)678-5217
0602486,Sycamore Creek Community Charter District,(714)594-3660
0601469,Sycamore Valley Academy District,(559)622-3236
0638670,Sylvan Union Elementary,(209)574-5000
0602228,Synergy Charter Academy District,(323)235-7960
0602078,Synergy Kinetic Academy District,(323)846-2225
0601867,Synergy Quantum Academy District,(323)510-4171
0638700,Taft City,(661)763-1521
0638730,Taft Union High,(661)763-2300
0638770,Tahoe-Truckee Unified,(530)582-2500
0638790,Tamalpais Union High,(415)945-1000
0601970,Taylion High Desert Academy/Adelanto District,(760)843-6622
0602202,TEACH Academy of Technologies District,(323)872-0809
0601575,TEACH Prep Mildred S. Cunningham & Edith H. Morris Elem DIST,(323)872-0708
0602470,TEACH Tech Charter High District,(323)872-0707
0602352,Team Charter Academy District,(209)462-2282
0601846,TEAM Charter District,(209)462-2282
0638880,Tehachapi Unified,(661)822-2100
0691043,Tehama County Department of Education,(530)527-5811
0602544,Tehama eLearning Academy District,(530)527-0188
0602271,Temecula International Academy District,(951)816-5506
0602084,Temecula Preparatory District,(951)926-6776
0602068,Temecula Valley Charter District,(951)294-6775
0600028,Temecula Valley Unified,(951)676-2661
0638980,Temple City Unified,(626)548-5031
0639000,Templeton Unified,(805)434-5800
0639060,Terra Bella Union Elementary,(559)535-4451
0601642,The Academy of Alameda District,(510)748-4017
0601873,The Education Corps District,(909)285-1111
0601489,The Heights Charter District,(619)792-9000
0601786,The Language Academy of Sacramento District,(916)277-7137
0602498,The Learning Choice Academy - East County District,(619)463-6801
0602439,The New School of San Francisco District,(415)401-6063
0602136,The O'Farrell Charter District,(619)263-3009
0602583,The SEED School of Los Angeles County District,(323)843-6700
0639180,Thermalito Union Elementary,(530)538-2900
0602054,Thomas Edison Charter Academy District,(415)970-3330
0601840,Thompson Peak Charter District,(530)257-7300
0601999,Three Rivers Charter District,(707)964-1128
0639210,Three Rivers Union Elementary,(559)561-4466
0639300,Tipton Elementary,(559)752-4213
0601952,Today's Fresh Start-Compton District,(323)293-9826
0602272,Tomorrow's Leadership Collaborative (TLC) Charter District,(657)284-5228
0639420,Torrance Unified,(310)972-6500
0600047,Tracy Joint Unified,(209)830-3200
0639600,Traver Joint Elementary,(559)897-2755
0639630,Travis Unified,(707)437-4604
0602267,Tree of Life Charter District,(707)462-0913
0602157,Tree of Life International Charter District,(530)378-7040
0639690,Tres Pinos Union Elementary,(831)637-0503
0600106,Tri-Cities ROP,(562)698-9571
0601346,Tri-Cities ROP,(562)698-9571
0600145,Tri-County ROP,(530)822-2900
0600084,Tri-Valley ROP,(925)455-4800
0601388,Tri-Valley ROP JPA,(925)455-4800
0691148,Trillium Charter District,(707)822-4721
0639720,Trinidad Union Elementary,(707)677-3631
0601331,Trinity Alps Unified,(530)623-6104
0639750,Trinity Center Elementary,(530)266-3342
0691044,Trinity County Office of Education,(530)623-2861
0602401,Trivium Charter District,(805)291-1303
0601631,Trivium Charter School Adventure District,(805)291-1303
0601938,Trivium Charter School Voyage District,(805)291-1303
0639840,Trona Joint Unified,(760)372-2861
0639870,Tulare City,(559)685-7200
0691045,Tulare County Office of Education,(559)733-6300
0639930,Tulare Joint Union High,(559)688-2021
0639940,Tulelake Basin Joint Unified,(530)667-2295
0691046,Tuolumne County Superintendent of Schools,(209)536-2000
0600158,Turlock Unified,(209)667-0633
0640150,Tustin Unified,(714)730-7301
0640200,Twain Harte,(209)586-3772
0640230,Twin Hills Union Elementary,(707)823-0871
0600012,Twin Ridges Elementary,(530)265-9052
0602278,Twin Rivers Charter District,(530)755-2872
0601332,Twin Rivers Unified,(916)566-1600
0640260,Two Rock Union,(707)762-6617
0640300,Ukiah Unified,(707)472-5002
0691151,Unbound Stockton Community District,(209)800-6434
0601556,Uncharted Shores Academy District,(707)464-9828
0640320,Union Elementary,(408)377-8010
0640380,Union Hill Elementary,(530)273-0647
0602058,Union Street Charter District,(707)822-4845
0602113,Unity Middle College High District,(714)473-0723
0602011,UNIV Preparation Charter SCH @ CSU Channel Islands District,(805)482-4608
0601834,University High District,(559)278-8263
0602233,University Preparatory Academy Charter District,(408)723-1839
0601759,University Preparatory District,(530)245-2790
0602083,University Preparatory Value High District,(213)382-1223
0600016,Upland Unified,(909)985-1864
0601442,Upper Lake Unified,(707)275-2655
0601551,Urban Discovery Academy Charter District,(619)788-4668
0601816,Urban Montessori Charter District,(510)842-1181
0640590,Vacaville Unified,(707)453-6114
0691135,Val Verde Unified,(951)940-6100
0602256,Valiente College Preparatory Charter District,(323)744-2107
0640650,Valle Lindo Elementary,(626)580-0610
0640680,Vallecito Union,(209)795-8500
0640710,Vallecitos Elementary,(760)728-7092
0640740,Vallejo City Unified,(707)556-8921
0600069,Valley Center-Pauma Unified,(760)749-0464
0601586,Valley Charter Elementary District,(818)810-6713
0602468,Valley Charter Middle District,(818)988-9128
0640800,Valley Home Joint Elementary,(209)847-0117
0601953,Valley International Preparatory High District,(818)306-2136
0601508,Valley Life Charter District,(559)625-8527
0601803,Valley Oak Charter District,(805)640-4421
0600097,Valley ROP,(559)876-2122
0601387,Valley ROP JPA,(559)876-2122
0602478,Valley View Charter Prep District,(866)992-9033
0601529,Valor Academy Elementary District,(818)217-2733
0601789,Valor Academy High District,(818)934-8910
0601679,Valor Academy Middle District,(818)830-1700
0601898,Vaughn Next Century Learning Center District,(818)896-7461
0602193,Ventura Charter School of Arts and Global Education District,(805)648-5503
0691047,Ventura County Office of Education,(805)383-1902
0600148,Ventura County ROP,(805)383-1900
0601354,Ventura County Schools Business Services JPA,(805)383-1974
0640980,Ventura Unified,(805)641-5000
0601963,Venture Academy District,(209)468-5940
0601948,Vibrant Minds Charter District,(714)563-2390
0641040,Victor Elementary,(760)245-1691
0636972,Victor Valley Union High,(760)955-3201
0601736,Village Charter Academy District,(818)716-2887
0602149,Village Charter District,(707)524-2848
0641130,Vineland Elementary,(661)845-3713
0641160,Visalia Unified,(559)730-7300
0602353,Visions In Education District,(916)883-1601
0601871,Vista Charter Middle District,(213)201-4000
0601760,Vista Condor Global Academy District,(714)988-2719
0641220,Vista del Mar Union,(805)686-1880
0602434,Vista Heritage Global Academy District,(714)988-2719
0602515,Vista Horizon Global Academy District,(213)224-6800
0691139,Vista Meridian Global Academy District,(714)988-2719
0601715,Vista Norte Public Charter District,(909)509-5496
0601779,Vista Oaks Charter District,(209)365-4060
0602465,Vista Real Charter High District,(805)486-5449
0601463,Vista Springs Charter District,(951)252-8800
0641190,Vista Unified,(760)726-2170
0602545,Voices College Bound Language Academy at Stockton District,(209)942-1160
0601921,Voices College-Bound Lang Acad @ W. Contra Costa Co District,(510)480-0540
0601771,Voices College-Bound Language Acad at Morgan Hill DIST,(408)791-1700
0602064,Voices College-Bound Language Acad at Mt. Pleasant DIST,(408)571-6404
0601993,Voices College-Bound Language Academy District,(408)361-1960
0601974,Vox Collegiate of Los Angeles District,(323)902-7133
0602308,W.E.B. DuBois Public Charter District,(559)486-1166
0602420,Walden Academy District,(530)361-6480
0602413,Wallis Annenberg High District,(323)235-6343
0641250,Walnut Creek Elementary,(925)944-6850
0641280,Walnut Valley Unified,(909)595-1261
0600042,Warner Unified,(760)782-3517
0641400,Wasco Union Elementary,(661)758-7100
0641430,Wasco Union High,(661)758-8447
0641460,Washington Colony Elementary,(559)233-0706
0641580,Washington Unified,(916)375-7600
0601415,Washington Unified,(559)495-5600
0641610,Washington Union Elementary,(831)484-2611
0600063,Waterford Unified,(209)874-1809
0602497,Watsonville Prep District,(831)217-4883
0601699,Watts Learning Center Charter Middle District,(323)565-4800
0601573,Watts Learning Center District,(323)754-9900
0641790,Waugh Elementary,(707)762-0202
0641820,Waukena Joint Union Elementary,(559)686-3328
0602529,We the People High District,(562)533-4862
0641880,Weaver Union,(209)723-7606
0641980,Weed Union Elementary,(530)938-2715
0632550,West Contra Costa Unified,(510)231-1100
0601383,West County Transportation JPA,(707)542-3040
0642000,West Covina Unified,(626)939-4600
0642060,West Park Elementary,(559)233-6501
0602580,West Side Education Authority JPA,(408)522-2245
0642270,West Side Union Elementary,(707)433-3923
0602670,West Sonoma County Union High,(707)824-6403
0601389,West Valley Schools Transportation Agency JPA,(408)341-7000
0642140,Western Placer Unified,(916)645-6350
0602473,Western Sierra Collegiate Academy District,(916)778-4544
0642150,Westminster,(714)894-7311
0642180,Westmorland Union Elementary,(760)344-4364
0642210,Westside Elementary,(559)884-2492
0642120,Westside Union Elementary,(661)722-0716
0642300,Westwood Unified,(530)256-2311
0642330,Wheatland,(530)633-3130
0642350,Wheatland Union High,(530)633-3100
0642420,Whitmore Union Elementary,(530)472-3243
0642450,Whittier City Elementary,(562)789-3000
0642480,Whittier Union High,(562)698-8121
0602449,Wilder's Preparatory Academy Charter District,(310)671-5578
0601495,Wilder's Preparatory Academy Charter Middle District,(310)671-5578
0602239,Wildflower Open Classroom District,(530)892-1676
0600126,WIlliam (R) Rouse ROP,(530)993-4991
0642510,William S. Hart Union High,(661)259-0033
0642540,Williams Unified,(530)473-2550
0601916,Willits Charter District,(707)459-5506
0601497,Willits Elementary Charter District,(707)459-1400
0642560,Willits Unified,(707)459-5134
0642600,Willow Creek Elementary,(530)459-3313
0642630,Willow Grove Union Elementary,(831)628-3256
0642710,Willows Unified,(530)934-6600
0642750,Wilmar Union Elementary,(707)765-4340
0642810,Wilsona Elementary,(661)264-1111
0600034,Windsor Unified,(707)837-7701
0642900,Winship-Robbins,(530)738-4386
0642930,Winters Joint Unified,(530)795-6100
0642960,Winton,(209)357-6175
0601428,Wiseburn Unified,(310)725-2101
0601569,WISH Academy High District,(310)743-6990
0602213,WISH Community District,(310)642-9474
0601853,Wonderful College Prep Academy - Lost Hills District,(661)797-2220
0602315,Wonderful College Prep Academy District,(661)721-2887
0601418,Woodlake Unified,(559)564-8081
0643080,Woodland Joint Unified,(530)662-0201
0601972,Woodland Star Charter District,(707)996-3849
0643140,Woodside Elementary,(650)851-1571
0643170,Woodville Union Elementary,(559)686-9712
0602333,Woodward Leadership Academy District,(909)266-1762
0643200,Wright Elementary,(707)542-0550
0601767,Yav Pem Suab Acad - Preparing for the Future Charter DIST,(916)433-5057
0691049,Yolo County Office of Education,(530)668-6700
0600149,Yolo County ROP,(530)668-3770
0600144,Yosemite ROP,(209)525-5093
0600160,Yosemite Unified,(559)683-8801
0602460,Yosemite Valley Charter District,(559)258-0800
0602281,Yosemite-Wawona Elementary Charter District,(209)375-6383
0602230,YouthBuild Charter School of California District,(213)741-2600
0643380,Yreka Union Elementary,(530)842-1168
0643410,Yreka Union High,(530)842-2521
0602013,Yu Ming Charter District,(510)452-2063
0601996,Yuba City Charter District,(530)822-9667
0643470,Yuba City Unified,(530)822-5200
0691048,Yuba County Office of Education,(530)749-4900
0601574,Yuba Environmental Science Charter Academy District,(530)692-2210
0602565,Yuba River Charter District,(530)272-6060
0643560,Yucaipa-Calimesa Joint Unified,(909)797-0174
