NCES-School-ID,School-Name,School-Type,District,School-Level,Address,Phone,Latitude,Longitude
060687000630,San Andreas Elementary,Public,Calaveras Unified,"Elementary,Middle","PO Box 67, San Andreas, CA 95249",(209)754-2365,38.1960298,-120.6804872
063417007344,San Andreas High,Public,San Bernardino City Unified,High,"3232 East Pacific St., Highland, CA 92346",(909)388-6521,34.1288446,-117.2163158
063879006524,San Andreas High (Continuation),Public,Tamalpais Union High,High,"599 William Ave., Larkspur, CA 94939",(415)945-3751,37.9353633,-122.5261055
062271003322,San Antonio Continuation,Public,Los Angeles Unified,High,"2911 Belgrave Ave., Huntington Park, CA 90255",(323)826-2420,33.9876283,-118.2171344
063405005342,San Antonio Elementary,Public,San Antonio Union Elementary,"Elementary,Middle","PO Box 5000, Lockwood, CA 93932",(831)385-3051,35.9440546,-121.082081
060231000121,San Antonio Elementary,Public,Alum Rock Union Elementary,Elementary,"1721 East San Antonio St., San Jose, CA 95116",(408)928-8700,37.3508264,-121.8519468
062271003240,San Antonio Elementary,Public,Los Angeles Unified,Elementary,"6222 State St., Huntington Park, CA 90255",(323)582-1250,33.9832364,-118.2120913
063025004725,San Antonio High (Continuation),Public,Petaluma Joint Union High,High,"500 Vallejo St., Petaluma, CA 94952",(707)778-4758,38.2378182,-122.6284911
060876000893,San Antonio High (Continuation),Public,Claremont Unified,High,"125 West San Jose Ave., Claremont, CA 91711",(909)398-0316,34.0834065,-117.715677
060011410927,San Antonio ROP,Public,San Antonio ROP,"Elementary,High","1425 East Holt Ave. Ste. 101, Pomona, CA 91767",(909)469-2304,34.0633648,-117.7219548
063408005343,San Ardo Elementary,Public,San Ardo Union Elementary,"Elementary,Middle","PO Box 170, San Ardo, CA 93450",(831)627-2520,36.0205207,-120.9051826
064161006861,San Benancio Middle,Public,Washington Union Elementary,Middle,"43 San Benancio Rd., Salinas, CA 93908",(831)484-1172,36.57791940000001,-121.7171748
069102810171,San Benito County Juvenile Hall Court,Public,San Benito County Office of Education,"Elementary,High","460 Fifth St., Hollister, CA 95023",(831)636-4053,36.8517845,-121.4049792
069102809240,San Benito County Opportunity,Public,San Benito County Office of Education,"Middle,High","460 Fifth St., Hollister, CA 95023",(831)637-9269,36.8517845,-121.4049792
069102814074,San Benito County Regional Special Education Center,Public,San Benito County Office of Education,,"1011 Line St. Ste. 12, Hollister, CA 95023",(831)630-2525,36.8450973,-121.412381
060330001384,San Benito Elementary,Public,Atascadero Unified,Elementary,"4300 San Benito Rd., Atascadero, CA 93422",(805)462-4330,35.5146322,-120.6857487
063417013680,San Bernardino City Community Day,Public,San Bernardino City Unified,"Middle,High","24424 East Monterey Ave., San Bernardino, CA 92410",(909)888-0763,34.1077149,-117.2712086
069102909241,San Bernardino Co Juve Detention and Assessment Center,Public,San Bernardino County Office of Education,"Elementary,High","601 N. E St., San Bernardino, CA 92415",(909)387-7490,34.1106253,-117.2937072
060013211117,San Bernardino County ROP,Public,San Bernardino County ROP,High,"670 East Carnegie Dr., San Bernardino, CA 92408",(909)386-2449,34.0701097,-117.2708252
069102907174,San Bernardino County Special Education,Public,San Bernardino County Office of Education,"Elementary,High","1950 S Sunwest Ln., San Bernardino, CA 92408",(909)387-8511,34.0649282,-117.2909075
063417005384,San Bernardino High,Public,San Bernardino City Unified,High,"1850 North E St., San Bernardino, CA 92405",(909)881-8217,34.131933,-117.2950333
060184204029,San Carlos Charter Learning Center,Public,San Carlos Charter Learning Center District,"Elementary,Middle","750 Dartmouth Ave., San Carlos, CA 94070",(650)508-7343,37.5090586,-122.2862399
063429013091,San Carlos Student Services Preschool,Public,San Carlos Elementary,,"1200 Industrial Road Unit 9, San Carlos, CA 94070",(650)590-5947,37.5012759,-122.2476163
061380001557,San Cayetano Elementary,Public,Fillmore Unified,Elementary,"PO Box 697, Fillmore, CA 93016",(805)524-6040,34.4,-118.92
060744000701,San Clemente High,Public,Capistrano Unified,High,"700 Avenido Pico, San Clemente, CA 92673",(949)492-4165,33.439947,-117.617269
060180910636,San Diego Cooperative Charter,Public,San Diego Cooperative Charter District,"Elementary,Middle","7260 Linda Vista Rd., San Diego, CA 92111",(858)496-1613,32.7915711,-117.1679029
069103013682,San Diego County Community,Public,San Diego County Office of Education,"Elementary,High","6401 Linda Vista Rd. Rm. 216, San Diego, CA 92111",(858)290-5852,32.7695797,-117.179879
069103013693,San Diego County Court,Public,San Diego County Office of Education,"Elementary,High","6401 Linda Vista Rd. Rm. 216, San Diego, CA 92111",(858)298-6857,32.7695797,-117.179879
060013811406,San Diego County ROP,Public,San Diego County ROP,High,"6401 Linda Vista Rd., San Diego, CA 92111",(858)292-3500,32.7695797,-117.179879
069103009244,San Diego County Special Education,Public,San Diego County Office of Education,"Elementary,High","525 Third St., Imperial Beach, CA 91932",(858)298-2213,32.5870363,-117.1271161
060148312630,San Diego Global Vision Academy,Public,San Diego Global Vision Academy District,"Elementary,Middle","3430 School St., San Diego, CA 92116",(619)600-5321,32.7626155,-117.1190528
063432011153,San Diego High,Public,San Diego Unified,High,"1405 Park Blvd., San Diego, CA 92101",(619)560-4610,32.7200025,-117.1531757
063432011154,San Diego Metro Career and Tech,Public,San Diego Unified,High,"7250 Mesa College Dr. Rm. K-203, San Diego, CA 92111",(619)388-2299,32.8057191,-117.1699774
060229414433,San Diego Mission Academy,Public,San Diego Mission Academy District,"Middle,High","9512 CHESAPEAKE DR., SAN DIEGO, CA 92123",(833)772-5106,32.8359038,-117.1239787
063432008962,San Diego SCPA,Public,San Diego Unified,"Middle,High","2425 Dusk Dr., San Diego, CA 92139",(619)470-0555,32.6797437,-117.0485047
060189312767,San Diego Virtual,Public,San Diego Virtual District,High,"600 West Broadway Ste. 230, San Diego, CA 92101",(619)713-7271,32.7161014,-117.1686362
060210814037,San Diego Workforce Innovation High,Public,San Diego Workforce Innovation High District,High,"2 Euclid Ave., National City, CA 91950",(619)432-4690,32.6896719,-117.085522
063438005577,San Dieguito HS Academy,Public,San Dieguito Union High,High,"710 Encinitas Blvd., Encinitas, CA 92024",(760)753-1121,33.0491122,-117.2765637
060561000514,San Dimas High,Public,Bonita Unified,High,"115 West Allen Ave., San Dimas, CA 91773",(909)971-8230,34.1178471,-117.8078216
063488011771,San Elijo Elementary,Public,San Marcos Unified,Elementary,"1615 Schoolhouse Way, San Marcos, CA 92078",(760)290-2600,33.1003284,-117.194793
063488011403,San Elijo Middle,Public,San Marcos Unified,Middle,"1600 Schoolhouse Way, San Marcos, CA 92078",(760)290-2800,33.0989141,-117.1973024
062271003323,San Fernando Elementary,Public,Los Angeles Unified,Elementary,"1130 Mott St., San Fernando, CA 91340",(818)365-3201,34.2794505,-118.4478351
062271013108,San Fernando Institute of Applied Media,Public,Los Angeles Unified,Middle,"130 North Brand Blvd., San Fernando, CA 91340",(818)837-5455,34.2825468,-118.4372538
062271003324,San Fernando Middle,Public,Los Angeles Unified,Middle,"130 North Brand Blvd., San Fernando, CA 91340",(818)837-5400,34.2825468,-118.4372538
062271003325,San Fernando Senior High,Public,Los Angeles Unified,High,"11133 O'Melveny Ave., San Fernando, CA 91340",(818)898-7600,34.2729982,-118.4430524
063441005663,San Francisco Community Alternative,Public,San Francisco Unified,"Elementary,Middle","125 Excelsior Ave., San Francisco, CA 94112",(415)469-4739,37.7260661,-122.4321687
060013911410,San Francisco County ROP,Public,San Francisco County ROP,High,"750 25th Ave., San Francisco, CA 94121",(415)379-7764,37.7756893,-122.4838566
063441012788,San Francisco Public Montessori,Public,San Francisco Unified,Elementary,"2340 Jackson St., San Francisco, CA 94115",(415)749-3544,37.7927371,-122.4335688
062271003326,San Gabriel Avenue Elementary,Public,Los Angeles Unified,Elementary,"8628 San Gabriel Ave., South Gate, CA 90280",(323)567-1488,33.9558965,-118.2015913
060330009303,San Gabriel Elementary,Public,Atascadero Unified,Elementary,"8500 San Gabriel Rd., Atascadero, CA 93422",(805)462-4340,35.4580173,-120.6685428
060015310931,San Gabriel High,Public,Alhambra Unified,High,"801 South Ramona St., San Gabriel, CA 91776",(626)943-6800,34.0928963,-118.1099168
060010510918,San Gabriel Valley Regional Occupational Program,Public,San Gabriel Valley Regional Occupational Program,High,"1134 South Barranca Ave., Glendora, CA 91740",(626)472-5121,34.1260737,-117.8812044
062052002474,San Geronimo Valley Elementary,Public,Lagunitas Elementary,Elementary,"PO Box 308, San Geronimo, CA 94963",(415)488-9421,38.0046478,-122.6588267
063417005385,San Gorgonio High,Public,San Bernardino City Unified,High,"2299 East Pacific Ave., San Bernardino, CA 92404",(909)388-6524,34.1278397,-117.2370247
060429011013,San Gorgonio Middle,Public,Beaumont Unified,Middle,"PO Box 187, Beaumont, CA 92223",(951)769-4391,33.9334088,-116.9734685
063444013260,San Jacinto Early Childhood Education Center,Public,San Jacinto Unified,,"257 Grand Army, San Jacinto, CA 92583",(951)654-1531,33.78666219999999,-116.9655691
063444005693,San Jacinto Elementary,Public,San Jacinto Unified,Elementary,"136 North Ramona Blvd., San Jacinto, CA 92583",(951)654-7349,33.7875537,-116.9639708
063444005694,San Jacinto High,Public,San Jacinto Unified,High,"500 Idyllwild Dr., San Jacinto, CA 92583",(951)654-7374,33.7934454,-116.9672114
063444012794,San Jacinto Leadership Academy - Magnet,Public,San Jacinto Unified,"Middle,High","181 North Ramona Blvd, San Jacinto, CA 92583",(951)929-1954,33.7881122,-116.9634166
063444014702,San Jacinto Middle College High,Public,San Jacinto Unified,High,"500 Idyllwild Dr., San Jacinto, CA 92583",(951)929-7700,33.7934454,-116.9672114
063444014534,San Jacinto Technology Institute,Public,San Jacinto Unified,"Elementary,Middle","1599 Malaga Dr. West, San Jacinto, CA 92583",(951)929-7700,33.8080692,-116.9741009
060239007219,San Jacinto Valley Academy,Public,San Jacinto Valley Academy District,"Elementary,High","480 North San Jacinto Ave., San Jacinto, CA 92583",(951)654-6113,33.7939647,-116.9612143
069103110650,San Joaquin County Community,Public,San Joaquin County Office of Education,"Elementary,High","PO Box 213030, Stockton, CA 95213",(209)468-4847,37.90561090000001,-121.2261491
060014011424,San Joaquin County ROCP,Public,San Joaquin County ROP,High,"PO Box 213030, Stockton, CA 95213",(209)468-9005,37.90561090000001,-121.2261491
069103107179,San Joaquin County Special Education,Public,San Joaquin County Office of Education,"Elementary,High","PO Box 213030, Stockton, CA 95213",(209)468-9279,37.90561090000001,-121.2261491
063386005312,San Joaquin Elementary,Public,Saddleback Valley Unified,Elementary,"22182 Barbera, Laguna Hills, CA 92653",(949)581-3450,33.6162919,-117.742102
069113410217,San Joaquin Elementary,Public,Golden Plains Unified,"Elementary,Middle","PO Box 937, San Joaquin, CA 93660",(559)693-4321,36.6066162,-120.1890447
063801008340,San Joaquin Elementary,Public,Stockton Unified,"Elementary,Middle","2020 South Fresno Ave., Stockton, CA 95206",(209)933-7280,37.9286865,-121.3109562
062423007780,San Joaquin High (Continuation),Public,McFarland Unified,High,"599 Fifth St., McFarland, CA 93250",(661)792-6312,35.679944,-119.2345529
062991013666,San Joaquin Valley High,Public,Parlier Unified,"Middle,High","900 Newmark Ave., Parlier, CA 93648",(559)646-2723,36.6167412,-119.529481
060169507533,San Jose Charter Academy,Public,San Jose Charter Academy District,"Elementary,Middle","2021 West Alwood St., West Covina, CA 91790",(626)856-1693,34.0623849,-117.9605165
060169710664,San Jose Conservation Corps Charter,Public,San Jose Conservation Corps Charter District,High,"1560 Berger Dr., San Jose, CA 95112",(408)459-6404,37.3723021,-121.8968605
063132004860,San Jose Elementary,Public,Pomona Unified,"Elementary,Middle","2015 Cadillac Dr., Pomona, CA 91767",(909)397-4670,34.082024,-117.7507034
063459005736,San Jose High,Public,San Jose Unified,High,"275 North 24th St., San Jose, CA 95116",(408)535-6320,37.3501067,-121.871696
062772012874,San Jose Middle,Public,Novato Unified,Middle,"1000 Sunset Pkwy., Novato, CA 94949",(415)883-7831,38.0759594,-122.5694429
062271003328,San Jose Street Elementary,Public,Los Angeles Unified,Elementary,"14928 Clymer St., Mission Hills, CA 91345",(818)365-3218,34.2610521,-118.4583609
060004206527,San Jose Valley Continuation High,Public,Warner Unified,High,"PO Box 8, Warner Springs, CA 92086",(760)782-3517,33.2769753,-116.6494394
069113610297,San Juan,Public,Aromas - San Juan Unified,"Elementary,Middle","100 Nyland Dr., San Juan Bautista, CA 95045",(831)623-4538,36.8410104,-121.5311915
063462008284,San Juan Choices Charter,Public,San Juan Unified,"Middle,High","4425 Laurelwood Way, Sacramento, CA 95864",(916)979-8378,38.60488489999999,-121.3590771
060744000702,San Juan Elementary,Public,Capistrano Unified,Elementary,"31642 El Camino Real, San Juan Capistrano, CA 92675",(949)493-4533,33.5031542,-117.6614804
063462005817,San Juan High,Public,San Juan Unified,High,"7551 Greenback Ln., Citrus Heights, CA 95610",(916)971-5112,38.6790023,-121.2873672
060744011854,San Juan Hills High,Public,Capistrano Unified,High,"29211 Stallion Ridge, San Juan Capistrano, CA 92675",(949)234-5900,33.5043486,-117.6230051
060426010807,San Lauren Elementary,Public,Beardsley Elementary,Elementary,"5210 Victor St., Bakersfield, CA 93308",(661)393-5511,35.4081181,-119.0610003
063468005842,San Leandro High,Public,San Leandro Unified,High,"1145 Aladdin Ave., San Leandro, CA 94577",(510)618-4600,37.7076985,-122.1584829
063468014627,San Leandro Virtual Academy,Public,San Leandro Unified,"Elementary,High","1145 Aladdin Ave., San Leandro, CA 94577",(510)618-4460,37.7076985,-122.1584829
063471005859,San Lorenzo High,Public,San Lorenzo Unified,High,"50 East Lewelling Blvd., San Lorenzo, CA 94580",(510)317-3000,37.688571,-122.122524
063471014128,San Lorenzo Unified Preschool,Public,San Lorenzo Unified,,"20450 Royal Ave., Hayward, CA 94541",(510)317-4400,37.6696219,-122.114452
063474005863,San Lorenzo Valley Elementary,Public,San Lorenzo Valley Unified,Elementary,"7155 Highway 9, Felton, CA 95018",(831)335-4475,37.0631687,-122.0806577
063474005865,San Lorenzo Valley High,Public,San Lorenzo Valley Unified,High,"7105 Highway 9, Felton, CA 95018",(831)335-4425,37.0618465,-122.081614
063474005864,San Lorenzo Valley Middle,Public,San Lorenzo Valley Unified,Middle,"7179 Hacienda Way, Felton, CA 95018",(831)335-4452,37.0639885,-122.0821916
063477005866,San Lucas Elementary,Public,San Lucas Union Elementary,"Elementary,Middle","PO Box 310, San Lucas, CA 93954",(831)382-4426,36.1288547,-121.0204672
069103209247,San Luis County Special Education,Public,San Luis Obispo County Office of Education,"Elementary,High","3360 Education Dr., San Luis Obispo, CA 93405",(805)593-3186,35.3338421,-120.7427798
062274003484,San Luis High (Continuation),Public,Los Banos Unified,High,"125 Seventh St., Los Banos, CA 93635",(209)826-8410,37.0671902,-120.8423237
069103210655,San Luis Obispo County Community,Public,San Luis Obispo County Office of Education,"Middle,High","3350 Education Dr., San Luis Obispo, CA 93405",(805)782-7354,35.3343473,-120.7428878
069103209246,San Luis Obispo County Juvenile Court,Public,San Luis Obispo County Office of Education,"Middle,High","3350 Education Dr., San Luis Obispo, CA 93405",(805)781-5395,35.3343473,-120.7428878
063480005880,San Luis Obispo High,Public,San Luis Coastal Unified,High,"1499 San Luis Dr., San Luis Obispo, CA 93401",(805)596-4040,35.2838269,-120.6505283
063488005892,San Marcos Elementary,Public,San Marcos Unified,Elementary,"1 Tiger Way, San Marcos, CA 92069",(760)290-2430,33.1412083,-117.1682767
063488005893,San Marcos High,Public,San Marcos Unified,High,"1615 San Marcos Blvd., San Marcos, CA 92078",(760)290-2200,33.130116,-117.2050831
063488005894,San Marcos Middle,Public,San Marcos Unified,Middle,"650 West Mission Rd., San Marcos, CA 92069",(760)290-2500,33.1468391,-117.174777
060141406029,San Marcos Senior High,Public,Santa Barbara Unified,High,"4750 Hollister Ave., Santa Barbara, CA 93110",(805)967-4581,34.43913879999999,-119.7891688
062772004196,San Marin High,Public,Novato Unified,High,"15 San Marin Dr., Novato, CA 94945",(415)898-2121,38.1188776,-122.6096716
060807000780,San Marino Elementary,Public,Centralia Elementary,Elementary,"6215 San Rolando Way, Buena Park, CA 90620",(714)228-3280,33.8378818,-118.0251958
063486005886,San Marino High,Public,San Marino Unified,High,"2701 Huntington Dr., San Marino, CA 91108",(626)299-7020,34.1265477,-118.099367
062583003883,San Martin Gwinn Environmental Science Academy,Public,Morgan Hill Unified,"Elementary,Middle","13745 Llagas Ave., San Martin, CA 95046",(408)201-6480,37.089909,-121.610463
069103309043,San Mateo County Special Education,Public,San Mateo County Office of Education,"Elementary,High","101 Twin Dolphin Dr., Redwood City, CA 94065",(650)802-5588,37.5259448,-122.2630167
063498005926,San Mateo High,Public,San Mateo Union High,High,"506 North Delaware St., San Mateo, CA 94401",(650)558-2399,37.5766169,-122.3295165
063492005915,San Mateo Park Elementary,Public,San Mateo-Foster City,Elementary,"161 Clark Dr., San Mateo, CA 94402",(650)312-7577,37.568973,-122.342608
063492013289,San Mateo-Foster City Special Education Preschool,Public,San Mateo-Foster City,,"1170 Chess Dr., Foster City, CA 94404",(650)312-7766,37.5660933,-122.2736437
062922007809,San Miguel,Public,Oxnard,,"1051 South A St., Oxnard, CA 93030",(805)385-1578,34.1908689,-119.1792259
063441013548,San Miguel Children Center,Public,San Francisco Unified,,"300 Seneca Ave., San Francisco, CA 94112",(415)469-4756,37.7212546,-122.4443902
063846004088,San Miguel Elementary,Public,Sunnyvale,Elementary,"777 San Miguel Ave., Sunnyvale, CA 94085",(408)522-8278,37.3908244,-122.0086872
062271009573,San Miguel Elementary,Public,Los Angeles Unified,Elementary,"9801 San Miguel Ave., South Gate, CA 90280",(323)567-0511,33.9456006,-118.2011495
062400003611,San Miguel Elementary,Public,Mark West Union Elementary,Elementary,"5350 Faught Rd., Santa Rosa, CA 95403",(707)524-2960,38.5143048,-122.7596176
062133002555,San Miguel Elementary,Public,Lemon Grove,Elementary,"7059 San Miguel Ave., Lemon Grove, CA 91945",(619)825-5619,32.7347691,-117.0470576
061350001544,San Onofre Elementary,Public,Fallbrook Union Elementary,"Elementary,Middle","200 Pate Rd., San Clemente, CA 92672",(760)731-4360,33.39035,-117.5738166
062271003329,San Pascual Elem Sci Tech Engr Arts And Math (STEAM) Magnet,Public,Los Angeles Unified,Elementary,"815 San Pascual Ave., Los Angeles, CA 90042",(323)255-8354,34.1188648,-118.1721048
069103012159,San Pasqual Academy,Public,San Diego County Office of Education,High,"17701 San Pasqual Valley Rd., Escondido, CA 92025",(760)233-6003,33.0874526,-116.9479891
061291001467,San Pasqual High,Public,Escondido Union High,High,"3300 Bear Valley Pkwy., Escondido, CA 92025",(760)291-6000,33.1093221,-117.0501431
063507008975,San Pasqual Middle,Public,San Pasqual Valley Unified,Middle,"676 Baseline Rd., Winterhaven, CA 92283",(760)572-0222,32.7447906,-114.5985328
063504005928,San Pasqual Union Elementary,Public,San Pasqual Union Elementary,"Elementary,Middle","15305 Rockwood Rd., Escondido, CA 92027",(760)745-4931,33.1112753,-117.0110562
063507005930,San Pasqual Valley Elementary,Public,San Pasqual Valley Unified,Elementary,"Rt. 1 676 Baseline Rd., Winterhaven, CA 92283",(760)572-0222,32.7447906,-114.5985328
063507005931,San Pasqual Valley High,Public,San Pasqual Valley Unified,High,"Rt.1 676 Baseline Rd., Winterhaven, CA 92283",(760)572-0222,32.7447906,-114.5985328
063507012475,San Pasqual Vocational Academy,Public,San Pasqual Valley Unified,"Middle,High","676 Baseline Rd., Winterhaven, CA 92283",(760)572-0222,32.7447906,-114.5985328
063509009630,San Pedro Elementary,Public,San Rafael City Elementary,Elementary,"498 Point San Pedro Rd., San Rafael, CA 94901",(415)485-2450,37.9742841,-122.4893589
062271003330,San Pedro Senior High,Public,Los Angeles Unified,High,"1001 West 15th St., San Pedro, CA 90731",(310)241-5800,33.7299033,-118.2994777
062271003331,San Pedro Street Elementary,Public,Los Angeles Unified,Elementary,"1635 South San Pedro St., Los Angeles, CA 90015",(213)747-9538,34.0288621,-118.2578052
062994004686,San Rafael Elementary,Public,Pasadena Unified,Elementary,"1090 Nithsdale Rd., Pasadena, CA 91105",(626)396-5790,34.1369958,-118.1730733
063511005938,San Rafael High,Public,San Rafael City High,High,"150 Third St., San Rafael, CA 94901",(415)485-2330,37.9707445,-122.5133335
062772004197,San Ramon Elementary,Public,Novato Unified,Elementary,"45 San Ramon Way, Novato, CA 94945",(415)897-1196,38.119549,-122.6052416
063513005957,San Ramon Valley High,Public,San Ramon Valley Unified,High,"501 Danville Blvd., Danville, CA 94526",(925)552-3000,37.8256453,-122.0065124
060939014182,San Salvador Preschool,Public,Colton Joint Unified,,"1212 Valencia Dr., Colton, CA 92324",(909)580-5031,34.0798628,-117.3334139
063705006292,San Vicente Elementary,Public,Soledad Unified,Elementary,"1300 Metz Rd., Soledad, CA 93960",(831)678-6420,36.4272082,-121.3169836
063864010642,San Ysidro High,Public,Sweetwater Union High,High,"5353 Airway Rd., San Diego, CA 92154",(619)710-2300,32.56416790000001,-117.0159898
063522005964,San Ysidro Middle,Public,San Ysidro Elementary,Middle,"4345 Otay Mesa Rd., San Ysidro, CA 92173",(619)428-5551,32.5599754,-117.039104
060558011435,Sanchez (David J.) Elementary,Public,Santa Maria-Bonita,Elementary,"804 West Liberty St., Santa Maria, CA 93458",(805)361-4625,34.9396835,-120.4460107
061494001894,Sanchez (George I.) Elementary,Public,Garvey Elementary,Elementary,"8470 East Fern Ave., Rosemead, CA 91770",(626)307-3368,34.0587275,-118.0836532
063441005664,Sanchez Elementary,Public,San Francisco Unified,Elementary,"325 Sanchez St., San Francisco, CA 94114",(415)241-6380,37.7634569,-122.4305366
063432005545,Sandburg Elementary,Public,San Diego Unified,Elementary,"11230 Avenida del Gato, San Diego, CA 92126",(858)566-0510,32.9259162,-117.1496372
061527001956,Sandburg Middle,Public,Glendora Unified,Middle,"819 West Bennett Ave., Glendora, CA 91741",(626)852-4530,34.1416274,-117.878312
060001709272,Sandia Elementary,Public,Apple Valley Unified,"Elementary,Middle","21331 Sandia Rd., Apple Valley, CA 92308",(760)240-5125,34.4628167,-117.1987441
060453007417,Sandpiper Elementary,Public,Belmont-Redwood Shores Elementary,"Elementary,Middle","801 Redwood Shores Pkwy., Redwood City, CA 94065",(650)631-5510,37.5377937,-122.2355232
061389011205,Sandra J. Gallardo Elementary,Public,Folsom-Cordova Unified,Elementary,"775 Russi Rd., Folsom, CA 95630",(916)294-9170,38.6528989,-121.1599358
060015811816,Sandra Tovar Medeiros Elementary,Public,Turlock Unified,Elementary,"651 West Springer Dr., Turlock, CA 95382",(209)668-9600,37.5334759,-120.8557992
063525008475,Sanger Academy Charter,Public,Sanger Unified,"Elementary,Middle","2207 Ninth St., Sanger, CA 93657",(559)524-6840,36.70173760000001,-119.5678455
063525005978,Sanger High,Public,Sanger Unified,High,"1045 Bethel Ave., Sanger, CA 93657",(559)524-7121,36.7013288,-119.5767369
063525014604,Sanger West High,Public,Sanger Unified,High,"1760 South Fowler, Fresno, CA 93727",(559)524-3100,36.7109827,-119.6811396
064256014273,Sanhedrin Alternative,Public,Willits Unified,High,"1277 Blosser Ln., Willits, CA 95490",(707)459-4801,39.3986877,-123.3584188
062805011558,Sankofa United Elementary,Public,Oakland Unified,Elementary,"581 61st St., Oakland, CA 94609",(510)879-2194,37.8468841,-122.2645469
063531006005,Santa Ana High,Public,Santa Ana Unified,High,"520 West Walnut, Santa Ana, CA 92701",(714)567-4900,33.7440863,-117.8750211
060141402792,Santa Barbara Charter,Public,Santa Barbara Unified,"Elementary,Middle","6100 Stow Canyon Rd., Goleta, CA 93117",(805)967-6522,34.4501083,-119.8350739
060141408347,Santa Barbara Community Academy,Public,Santa Barbara Unified,Elementary,"850 Portesuello Ave., Santa Barbara, CA 93101",(805)687-2081,34.4240765,-119.727854
069103410658,Santa Barbara County Community,Public,Santa Barbara County Office of Education,"Elementary,High","PO Box 6307, Santa Barbara, CA 93160",(805)967-5307,34.43,-119.8
069103409249,Santa Barbara County Juvenile Court,Public,Santa Barbara County Office of Education,"Elementary,High","PO Box 6307, Santa Barbara, CA 93110",(805)967-5307,34.5084312,-119.7310213
060013311440,Santa Barbara County ROP-North,Public,Santa Barbara County ROP,,"4893 Bethany Ln., Santa Maria, CA 93455",(805)937-8427,34.86604579999999,-120.4338118
060013311439,Santa Barbara County ROP-South,Public,Santa Barbara County ROP,High,"PO Box 6307, Santa Barbara, CA 93160",(805)967-4711,34.43,-119.8
069103407192,Santa Barbara County Special Education,Public,Santa Barbara County Office of Education,"Elementary,High","PO Box 6307, Santa Barbara, CA 93110",(805)964-4711,34.5084312,-119.7310213
060141406030,Santa Barbara Junior High,Public,Santa Barbara Unified,Middle,"721 East Cota St., Santa Barbara, CA 93103",(805)963-7751,34.4268724,-119.6883774
060141406031,Santa Barbara Senior High,Public,Santa Barbara Unified,High,"700 East Anapamu St., Santa Barbara, CA 93103",(805)966-9101,34.4311283,-119.6957982
060141414138,Santa Barbara Unified Early Childhood,Public,Santa Barbara Unified,,"1030 East Yanonali St., Santa Barbara, CA 93103",(805)963-8685,34.4252687,-119.6791438
063543012999,Santa Clara Community Day,Public,Santa Clara Unified,"Middle,High","1889 Lawrence Rd., Santa Clara, CA 95051",(408)423-2000,37.3574693,-121.9941797
069103507782,Santa Clara County Community,Public,Santa Clara County Office of Education,"Middle,High","1290 Ridder Park Dr. MC213, San Jose, CA 95131",(408)453-6968,37.3833101,-121.900106
069103509045,Santa Clara County Court,Public,Santa Clara County Office of Education,"Middle,High","1290 Ridder Park Dr. MC213, San Jose, CA 95131",(408)573-3070,37.3833101,-121.900106
060013711459,Santa Clara County ROP-South,Public,Santa Clara County ROP,High,"700 West Sixth St. Ste. L, Gilroy, CA 95020",(408)842-0361,37.0037879,-121.5772156
069103509250,Santa Clara County Special Education,Public,Santa Clara County Office of Education,"Elementary,High","1290 Ridder Park Dr. MC273, San Jose, CA 95131",(408)453-6542,37.3833101,-121.900106
063549006057,Santa Clara Elementary,Public,Santa Clara Elementary,Elementary,"20030 East Telegraph Rd., Santa Paula, CA 93060",(805)525-4573,34.3762645,-118.9999212
063543007868,Santa Clara High,Public,Santa Clara Unified,High,"3000 Benton St., Santa Clara, CA 95051",(408)423-2600,37.3462778,-121.9821359
063597006159,Santa Clarita Elementary,Public,Saugus Union,Elementary,"27177 Seco Canyon Rd., Saugus, CA 91350",(661)294-5340,34.44401089999999,-118.5351561
060213712191,Santa Clarita Valley International,Public,Santa Clarita Valley International District,"Elementary,High","28060 Hasley Canyon Rd. Ste. 200, Castaic, CA 91384",(661)705-4820,34.4504886,-118.6246102
063559010080,Santa Cruz City Elementary Alternative Education-Monarch,Public,Santa Cruz City Elementary,Elementary,"840 North Branciforte Ave., Santa Cruz, CA 95062",(831)429-3898,36.9806508,-122.0139504
069103614200,Santa Cruz County Career Advancement Charter,Public,Santa Cruz County Office of Education,High,"229 Green Valley Rd., Freedom, CA 95076",(831)466-5697,36.9383216,-121.7714895
069103610668,Santa Cruz County Community,Public,Santa Cruz County Office of Education,"Middle,High","400 Encinal St., Santa Cruz, CA 95060",(831)466-5728,36.9879581,-122.0390307
069103609251,Santa Cruz County Court,Public,Santa Cruz County Office of Education,"Middle,High","400 Encinal St., Santa Cruz, CA 95060",(831)466-5728,36.9879581,-122.0390307
060014311465,Santa Cruz County ROP,Public,Santa Cruz County ROP,High,"400 Encinal St., Santa Cruz, CA 95060",(831)466-5762,36.9879581,-122.0390307
069103608020,Santa Cruz County Special Education,Public,Santa Cruz County Office of Education,"Elementary,High","400 Encinal St., Santa Cruz, CA 95060",(831)466-5700,36.9879581,-122.0390307
063729006310,Santa Cruz Gardens Elementary,Public,Soquel Union Elementary,Elementary,"8005 Winkle Ave., Santa Cruz, CA 95065",(831)464-5670,37.00297219999999,-121.9775258
